vote_average,title
6.4,Bad Taste
7.6,Duck Soup
6.8,Better Off Dead...
8.1,The Shining
7.8,Stand by Me
8.0,M
7.5,Evil Dead II
7.8,The Great Escape
7.8,The Deer Hunter
6.7,Diva
7.4,Groundhog Day
7.7,Unforgiven
7.7,The Manchurian Candidate
7.0,Pump up the Volume
7.4,Arsenic and Old Lace
8.0,Back to the Future
7.6,Fried Green Tomatoes
7.3,Patton
7.2,Down by Law
7.8,Akira
6.8,Highlander
7.7,Cool Hand Luke
6.8,Cyrano de Bergerac
7.7,Young Frankenstein
7.5,Night on Earth
8.1,The Great Dictator
7.2,Fantasia
7.6,High Noon
7.6,The Big Sleep
7.3,Heathers
7.1,Somewhere in Time
7.5,Ben-Hur
7.6,This Is Spinal Tap
7.7,Koyaanisqatsi
6.9,Some Kind of Wonderful
7.6,Indiana Jones and the Last Crusade
7.7,Being There
7.4,Gandhi
7.0,The Unbearable Lightness of Being
6.9,A Room with a View
6.6,Real Genius
7.7,Pink Floyd: The Wall
7.5,The Killing Fields
7.2,Forbidden Planet
7.1,Field of Dreams
7.6,The Man Who Would Be King
7.4,Butch Cassidy and the Sundance Kid
7.7,"Paris, Texas"
6.3,Until the End of the World
7.3,When Harry Met Sally...
5.0,Parallel Sons
6.8,Hype!
3.5,Santa with Muscles
5.4,Female Perversions
6.2,Mad Dog Time
7.0,Paris Was a Woman
6.2,I'm Not Rappaport
3.6,Blue Juice
6.2,Alien³
7.2,An American Werewolf in London
4.1,Amityville: It's About Time
4.0,Amityville 3-D
3.5,Amityville: Dollhouse
2.8,Amityville: A New Generation
5.9,Amityville II: The Possession
6.2,The Amityville Horror
2.7,The Amityville Curse
5.8,Blood for Dracula
5.8,April Fool's Day
5.8,Audrey Rose
6.2,The Believers
7.3,The Birds
6.2,The Blob
4.9,Blood Beach
5.6,Body Parts
6.8,The Body Snatcher
7.1,Dracula
7.4,Bride of Frankenstein
6.6,Burnt Offerings
6.2,Candyman
7.0,Cape Fear
7.2,Cape Fear
7.0,Carrie
6.0,Cat People
7.2,A Nightmare on Elm Street
8.5,Vampire in Venice
7.2,The Omen
5.5,Blood and Wine
5.6,Albino Alligator
6.5,The Mirror Has Two Faces
6.2,Nightwatch
7.0,Star Trek: First Contact
7.3,Shine
7.4,Sling Blade
5.5,Jingle All the Way
5.8,Identification of a Woman
7.9,Paradise Lost: The Child Murders at Robin Hood Hills
5.4,The Preacher's Wife
7.4,Ridicule
6.7,The Crucible
5.6,101 Dalmatians
5.5,The Forbidden Christ
5.0,I Can't Sleep
6.6,Die Hard 2
6.2,Star Trek: The Motion Picture
6.7,Star Trek VI: The Undiscovered Country
5.6,Star Trek V: The Final Frontier
7.3,Star Trek II: The Wrath of Khan
6.4,Star Trek III: The Search for Spock
6.9,Star Trek IV: The Voyage Home
6.6,Batman Returns
6.6,Young Guns
6.3,Young Guns II
7.2,Grease
4.9,Grease 2
5.6,Marked for Death
3.9,Adrenalin: Fear the Rush
6.0,The Substance of Fire
6.1,Under Siege
7.1,Terror in a Texas Town
7.5,Jaws
5.9,Jaws 2
4.2,Jaws 3-D
6.3,My Fellow Americans
6.1,Mars Attacks!
6.8,Citizen Ruth
6.7,Jerry Maguire
7.2,Raising Arizona
6.8,Tin Men
6.7,Sneakers
7.3,Bastard Out of Carolina
6.0,In Love and War
6.6,Marvin's Room
6.2,Ghosts of Mississippi
6.6,Night Falls on Manhattan
6.5,Beavis and Butt-Head Do America
7.0,La Cérémonie
7.0,Scream
7.1,The Last of the Mohicans
5.5,Michael
5.8,The Evening Star
7.3,Hamlet
7.0,Some Mother's Son
6.4,The Whole Wide World
6.8,Mother
7.0,Thieves
5.9,Evita
6.3,The Portrait of a Lady
7.4,Walkabout
6.4,Message to Love: The Isle of Wight Festival
5.8,Murder at 1600
6.0,Fierce Creatures
4.2,Zeus & Roxanne
5.2,Turbulence
7.7,Angel Baby
6.0,Underworld
5.5,Beverly Hills Ninja
5.3,Metro
4.5,The Machine
6.1,Falling in Love Again
7.2,The Cement Garden
5.8,Dante's Peak
5.0,Amos & Andrew
6.9,Benny & Joon
6.7,Prefontaine
8.0,Guantanamera
4.4,McHale's Navy
6.8,Gridlock'd
7.4,Waiting for Guffman
5.2,The Beautician and the Beast
6.4,SubUrbia
4.3,Hotel de Love
5.0,The Pest
5.8,Fools Rush In
6.0,Touch
6.4,Absolute Power
3.9,That Darn Cat
6.0,Vegas Vacation
7.0,Unforgotten: Twenty-Five Years After Willowbrook
7.1,That Old Feeling
7.5,Lost Highway
6.7,Rosewood
7.4,Donnie Brasco
3.3,Salut cousin !
5.6,Booty Call
6.3,Rhyme & Reason
5.0,Boys Life 2
5.6,City of Industry
5.6,Best Men
4.9,Jungle 2 Jungle
5.7,Kama Sutra - A Tale of Love
6.7,Private Parts
8.1,Love Jones
5.9,The Saint
6.6,Smilla's Sense of Snow
5.9,The Van
6.5,Crash
6.2,The Daytrippers
6.4,Liar Liar
5.0,The Quiet Room
7.1,Selena
5.9,The Devil's Own
7.1,Cats Don't Dance
4.2,B.A.P.S.
5.8,Love and Other Catastrophes
4.6,Turbo: A Power Rangers Movie
6.4,Anna Karenina
4.4,Double Team
6.4,Inventing the Abbotts
4.8,Anaconda
6.9,Grosse Pointe Blank
4.9,Keys to Tulsa
7.0,Kissed
5.4,8 Heads in a Duffel Bag
6.8,Hollow Reed
6.2,Paradise Road
5.9,Traveller
5.9,All Over Me
8.0,A Brother's Kiss
3.5,A Chef in Love
6.0,Romy and Michele's High School Reunion
5.2,Volcano
5.3,Children of the Revolution
6.5,Austin Powers: International Man of Mystery
6.6,Breakdown
7.0,Broken English
5.3,Commandments
4.0,Ripe
5.7,"Truth or Consequences, N.M."
4.7,Warriors of Virtue
5.1,Fathers' Day
7.3,The Fifth Element
8.0,Intimate Relations
6.3,Nowhere
3.9,Losing Chase
5.0,Sprung
5.0,The Promise
7.0,Le Bonheur
5.7,Love! Valour! Compassion!
7.2,Shall We Dance?
3.2,The Second Jungle Book: Mowgli & Baloo
6.6,Twin Town
6.1,Addicted to Love
6.9,Brassed Off
8.0,The Designated Mourner
6.2,The Lost World: Jurassic Park
7.5,Ponette
6.4,Schizopolis
5.7,Shiloh
6.3,Rough Magic
5.3,Trial and Error
3.9,Buddy
6.5,Con Air
4.0,Late Bloomers
6.9,The Pillow Book
4.1,Speed 2: Cruise Control
6.0,Squeeze
6.0,Sudden Manhattan
5.5,Wedding Bell Blues
4.2,Batman & Robin
7.7,Dream with the Fishes
6.3,Roseanna's Grave
5.8,Head Above Water
7.3,Hercules
6.7,The Last Time I Committed Suicide
8.0,MURDER and murder
6.4,My Best Friend's Wedding
5.6,Tetsuo II: Body Hammer
6.1,When the Cat's Away
7.5,Contempt
6.8,Face/Off
7.2,Fall
7.0,Mondo
8.0,For Ever Mozart
6.9,Men in Black
5.8,Out to Sea
5.8,Wild America
5.5,A Simple Wish
7.2,Contact
6.0,G.I. Jane
6.6,Conan the Barbarian
5.4,George of the Jungle
6.6,Cop Land
6.4,Event Horizon
5.0,Spawn
5.3,Air Bud
5.1,Picture Perfect
6.8,In the Company of Men
5.6,Free Willy 3: The Rescue
7.4,Career Girls
6.5,Conspiracy Theory
5.9,Desperate Measures
4.2,Steel
5.3,She's So Lovely
6.5,Hoodlum
5.2,Leave it to Beaver
5.7,Mimic
6.0,Money Talks
5.6,Excess Baggage
5.2,Kull the Conqueror
6.2,Air Force One
6.5,One Eight Seven
7.2,The Hunt for Red October
7.1,My Own Private Idaho
4.4,"Kiss Me, Guido"
5.3,Star Maps
6.3,In & Out
6.8,The Edge
5.8,The Peacemaker
7.7,L.A. Confidential
7.0,Seven Years in Tibet
6.2,Kiss the Girls
6.6,Soul Food
5.0,Kicked in the Head
5.6,Wishmaster
5.7,A Thousand Acres
7.5,The Game
5.0,Fire Down Below
6.5,U Turn
3.8,The Locusts
6.1,The Matchmaker
6.6,The Assignment
3.2,A Smile Like Yours
6.5,Ulee's Gold
6.9,The Ice Storm
5.8,Stag
6.7,Chasing Amy
5.4,Def Jam's How to Be a Player
6.9,The Full Monty
6.6,Mrs Brown
5.6,I Know What You Did Last Summer
7.2,The Devil's Advocate
5.4,RocketMan
5.6,Playing God
6.3,The House of Yes
8.3,"Fast, Cheap & Out of Control"
7.4,Washington Square
6.3,Telling Lies In America
3.8,Year of the Horse
7.5,Gattaca
6.2,FairyTale: A True Story
5.2,Phantoms
6.5,Swept from the Sea
6.2,A Life Less Ordinary
4.8,Hurricane Streets
6.3,Eve's Bayou
5.8,Switchback
6.5,Gang Related
6.5,Stripes
8.0,Nenette and Boni
6.3,Bean
5.2,Hugo Pool
5.9,Mad City
5.7,One Night Stand
6.4,The Tango Lesson
6.5,Welcome to Sarajevo
6.6,Deceiver
6.7,The Rainmaker
7.5,Boogie Nights
7.0,Witness
6.3,Incognito
6.7,Starship Troopers
6.1,Critical Care
7.1,The Joy Luck Club
2.7,Chairman of the Board
6.6,Sliding Doors
3.8,Mortal Kombat: Annihilation
7.8,The Truman Show
6.9,The Wings of the Dove
5.4,Mrs. Dalloway
5.9,Red Corner
6.1,The Jackal
7.4,Anastasia
6.5,The Man Who Knew Too Little
5.9,Alien: Resurrection
4.5,Alien Escape
6.8,Amistad
6.1,The Apostle
6.2,Artemisia
6.3,Bent
6.0,Bang
5.4,The Boys
6.7,The Butcher Boy
7.3,Deconstructing Harry
5.3,Flubber
5.6,For Richer or Poorer
7.9,Good Will Hunting
6.0,Guy
5.1,Home Alone 3
6.3,Midnight in the Garden of Good and Evil
6.2,MouseHunt
5.0,Office Killer
10.0,Other Voices Other Rooms
6.1,Scream 2
6.8,The Sweet Hereafter
7.5,Titanic
6.0,Tomorrow Never Dies
4.5,Twisted
6.6,Full Speed
6.1,The Postman
6.7,The Horse Whisperer
6.9,The Winter Guest
7.3,Jackie Brown
6.8,Kundun
3.9,Mr. Magoo
7.8,The Big Lebowski
7.2,Afterglow
7.2,My Life in Pink
6.4,Great Expectations
3.9,3 Ninjas: High Noon at Mega Mountain
4.3,Caught Up
4.7,Firestorm
6.7,Wag the Dog
7.2,Dark City
4.9,Star Kid
5.5,Hard Rain
6.4,Half Baked
6.6,Fallen
7.0,Shooting Fish
5.9,The Prophecy II
4.7,Spice World
6.0,Deep Rising
5.5,Tainted
2.0,A Letter from Death Row
5.7,Music from Another Room
6.0,The Replacement Killers
5.8,B. Monkey
5.7,The Night Flier
5.2,Blues Brothers 2000
6.6,Tokyo Fist
6.8,Ride
6.5,The Wedding Singer
5.8,Sphere
7.2,Ayn Rand: A Sense of Life
6.0,Little City
5.7,Palmetto
7.2,As Good as It Gets
6.5,King of New York
6.1,Twilight
6.2,U.S. Marshals
6.4,Welcome to Woop Woop
6.9,Love and Death on Long Island
6.4,Midaq Alley
5.0,In God's Hands
6.3,Everest
5.9,Hush
6.7,Suicide Kings
6.3,The Man in the Iron Mask
5.9,The Newton Boys
6.3,Wild Things
6.0,Paulie
5.6,"A Cool, Dry Place"
7.6,Fireworks
6.1,Primary Colors
7.7,"Niagara, Niagara"
5.2,Wide Awake
5.9,A Price Above Rubies
6.0,Eden
5.4,Two Girls and a Guy
5.8,No Looking Back
7.0,Storefront Hitchcock
5.8,The Proposition
5.6,The Object of My Affection
4.1,Meet the Deedles
5.5,Homegrown
6.2,The Players Club
2.9,Barney's Great Adventure
6.2,The Big One
5.8,Chinese Box
5.0,Lost in Space
5.1,Heaven's Burning
6.0,Mercury Rising
7.1,The Spanish Prisoner
6.5,City of Angels
6.8,The Last Days of Disco
6.1,The Odd Couple II
5.1,My Giant
6.7,He Got Game
5.7,The Gingerbread Man
5.0,Illtown
5.6,Slappy and the Stinkers
7.2,Live Flesh
6.0,Zero Effect
7.1,Nil by Mouth
5.8,The Borrowers
4.7,Prince Valiant
6.0,"I Love You, Don't Touch Me!"
9.0,Leather Jacket Love Story
6.0,Love Walked In
3.0,"An Alan Smithee Film: Burn, Hollywood, Burn"
5.9,Kissing a Fool
4.3,Krippendorf's Tribe
5.9,Kurt & Courtney
5.5,The Real Blonde
4.5,Species II
4.3,Major League: Back to the Minors
5.9,Sour Grapes
6.2,Wild Man Blues
6.1,The Big Hit
3.3,Tarzan and the Lost City
5.2,Black Dog
10.0,"Dancer, Texas Pop. 81"
5.0,A Friend of the Deceased
7.1,Les Misérables
5.2,Still Breathing
5.6,Clockwatchers
5.9,Deep Impact
5.5,Woo
5.7,The Hanging Garden
7.3,Lawn Dogs
6.9,Quest for Camelot
5.3,Godzilla
6.3,Bulworth
7.2,Fear and Loathing in Las Vegas
5.9,The Opposite of Sex
5.4,I Got the Hook Up
5.5,Almost Heroes
5.8,Hope Floats
7.4,Little Boy Blue
5.9,The Ugly
6.3,A Perfect Murder
6.5,Beyond Silence
5.6,Six Days Seven Nights
6.1,Can't Hardly Wait
5.9,Cousin Bette
6.3,High Art
7.0,The Land Girls
5.8,Passion in the Desert
6.1,Dream for an Insomniac
6.9,Henry Fool
4.0,Marie from the Bay of Angels
6.1,Mr. Jealousy
7.6,Mulan
7.0,Resurrection Man
6.6,The X Files
6.5,I Went Down
5.4,Doctor Dolittle
6.5,Out of Sight
7.1,Picnic at Hanging Rock
6.7,Smoke Signals
7.2,Buffalo '66
6.5,Armageddon
6.3,Lethal Weapon 4
5.1,Madeline
6.2,Small Soldiers
7.1,Pi
8.3,Whatever
6.5,There's Something About Mary
4.4,Plan 9 from Outer Space
7.5,All Quiet on the Western Front
5.1,Cimarron
6.5,Grand Hotel
4.6,Cavalcade
7.1,Mutiny on the Bounty
6.2,The Great Ziegfeld
6.6,The Life of Emile Zola
7.2,You Can't Take It With You
6.9,How Green Was My Valley
6.7,Mrs. Miniver
6.9,Going My Way
7.4,The Lost Weekend
7.6,The Best Years of Our Lives
6.8,Gentleman's Agreement
7.1,Hamlet
6.3,All the King's Men
6.6,The Greatest Show on Earth
7.2,From Here to Eternity
8.0,On the Waterfront
7.2,Marty
7.0,West Side Story
6.1,Tom Jones
7.5,A Man for All Seasons
7.5,In the Heat of the Night
7.0,Oliver!
7.4,Midnight Cowboy
7.4,The French Connection
7.5,Rocky
7.4,Kramer vs. Kramer
7.4,Ordinary People
6.9,Chariots of Fire
6.9,Terms of Endearment
7.0,Out of Africa
7.4,The Last Emperor
7.6,Rain Man
7.0,Driving Miss Daisy
7.0,Take the Money and Run
6.5,Klute
6.7,Repo Man
7.0,Metropolitan
7.1,Labyrinth
7.8,The Breakfast Club
5.7,A Nightmare on Elm Street Part 2: Freddy's Revenge
6.5,A Nightmare on Elm Street 3: Dream Warriors
5.8,A Nightmare on Elm Street 4: The Dream Master
5.5,A Nightmare on Elm Street 5: The Dream Child
5.1,Freddy's Dead: The Final Nightmare
6.4,Friday the 13th
6.0,Friday the 13th Part 2
5.7,Friday the 13th Part III
5.9,Friday the 13th: The Final Chapter
5.1,Friday the 13th: A New Beginning
5.7,Friday the 13th Part VI: Jason Lives
5.3,Friday the 13th Part VII: The New Blood
4.8,Friday the 13th Part VIII: Jason Takes Manhattan
7.4,Halloween
6.4,Halloween II
5.0,Halloween III: Season of the Witch
5.9,Halloween 4: The Return of Michael Myers
5.3,Halloween 5: The Revenge of Michael Myers
6.0,Prom Night
6.0,Hello Mary Lou: Prom Night II
5.1,Prom Night III: The Last Kiss
4.4,Prom Night IV: Deliver Us from Evil
6.3,Child's Play
5.8,Child's Play 2
5.5,Child's Play 3
7.1,Poltergeist
5.8,Poltergeist II: The Other Side
4.6,Poltergeist III
7.5,The Exorcist
4.5,Exorcist II: The Heretic
6.1,The Exorcist III
7.0,Lethal Weapon
6.7,Lethal Weapon 2
6.4,Lethal Weapon 3
6.9,Gremlins
6.3,Gremlins 2: The New Batch
7.4,The Goonies
6.3,The Mask of Zorro
5.4,Polish Wedding
6.8,Soylent Green
7.4,Back to the Future Part II
7.1,Back to the Future Part III
7.3,The Poseidon Adventure
6.3,Freaky Friday
6.7,The Absent-Minded Professor
6.3,The Apple Dumpling Gang Rides Again
5.8,Babes in Toyland
6.8,Bambi
8.2,Seven Samurai
7.1,Dangerous Liaisons
6.5,Dune
7.0,The Last Temptation of Christ
7.1,The Godfather: Part III
6.4,The Rapture
7.0,Lolita
5.5,Disturbing Behavior
5.4,Jane Austen's Mafia!
7.9,Saving Private Ryan
5.2,Billy's Hollywood Screen Kiss
5.7,The Million Dollar Duck
5.2,The Barefoot Executive
6.5,The Black Cauldron
6.1,The Black Hole
6.9,Blackbeard's Ghost
5.1,Blank Check
7.0,Candleshoe
5.6,The Cat from Outer Space
5.9,Cheetah
5.8,The Computer Wore Tennis Shoes
5.6,Condorman
5.8,D2: The Mighty Ducks
6.7,Darby O'Gill and the Little People
6.3,The Devil and Max Devlin
6.3,A Far Off Place
6.9,Flight of the Navigator
5.8,The Gnome-Mobile
6.9,The Great Mouse Detective
5.8,The Happiest Millionaire
5.3,Herbie Goes Bananas
5.9,Herbie Goes To Monte Carlo
6.5,Hocus Pocus
4.8,Honey I Blew Up the Kid
6.1,"Honey, I Shrunk the Kids"
5.7,Hot Lead & Cold Feet
6.2,In Search of the Castaways
6.3,The Incredible Journey
6.8,The Negotiator
6.8,The Parent Trap
5.9,BASEketball
7.0,Full Tilt Boogie
6.8,The Governess
4.7,Seventh Heaven
7.4,Roger & Me
7.3,The Purple Rose of Cairo
7.6,Out of the Past
7.4,Doctor Zhivago
7.3,The Trip to Bountiful
6.1,Tender Mercies
5.8,And the Band Played On
6.6,The 'Burbs
6.6,Fandango
6.6,The Night Porter
7.1,Mephisto
7.7,Blue Velvet
6.4,The Journey of Natty Gann
7.1,The Jungle Book
6.4,Kidnapped
6.9,Lady and the Tramp
7.2,The Little Mermaid
6.4,The Mighty Ducks
7.2,The Muppet Christmas Carol
6.2,Newsies
6.8,One Hundred and One Dalmatians
5.7,One Magic Christmas
7.0,Peter Pan
5.3,Popeye
6.6,The Rescuers Down Under
6.7,The Rescuers
5.6,Return from Witch Mountain
5.7,The Return of Jafar
6.6,Return to Oz
6.3,The Rocketeer
5.4,The Shaggy D.A.
6.8,Sleeping Beauty
6.6,Something Wicked This Way Comes
6.7,Son of Flubber
6.9,Song of the South
6.1,Splash
6.1,Squanto: A Warrior's Tale
6.6,Tall Tale
5.9,Tex
6.6,Tron
6.7,Swing Kids
5.7,Halloween: H20
6.4,L.A. Story
7.0,The Jerk
6.5,Dead Men Don't Wear Plaid
6.2,The Man with Two Brains
6.8,Grand Canyon
4.5,Graveyard Shift
6.9,The Outsiders
7.1,Indiana Jones and the Temple of Doom
6.1,The Lord of the Rings
6.8,Nineteen Eighty-Four
6.9,The Dead Zone
5.5,Maximum Overdrive
5.9,Needful Things
5.7,Cujo
5.6,Children of the Corn
6.3,All Dogs Go to Heaven
6.7,The Addams Family
6.8,Ever After: A Cinderella Story
5.8,Snake Eyes
3.0,"First Love, Last Rites"
6.3,Safe Men
6.5,The Saltmen of Tibet
6.7,Atlantic City
7.8,Who's Afraid of Virginia Woolf?
6.6,Adventures in Babysitting
6.4,Weird Science
6.0,Doctor Dolittle
6.6,The Nutty Professor
6.2,Charlotte's Web
7.3,Watership Down
7.5,The Secret of NIMH
7.3,The Dark Crystal
6.6,An American Tail
6.2,An American Tail: Fievel Goes West
6.2,Legend
6.9,Sixteen Candles
6.6,Pretty in Pink
6.0,St. Elmo's Fire
4.7,The Clan of the Cave Bear
5.8,House
5.0,House II: The Second Story
7.1,The Gods Must Be Crazy
6.5,The Gods Must Be Crazy II
4.6,Air Bud: Golden Receiver
4.4,The Avengers
6.0,How Stella Got Her Groove Back
6.5,Slums of Beverly Hills
5.3,The Chambermaid on the Titanic
5.8,"Henry II, Portrait of a Serial Killer"
6.8,Henry: Portrait of a Serial Killer
7.5,Rosemary's Baby
7.0,The NeverEnding Story
5.5,The Neverending Story II: The Next Chapter
4.7,Attack of the Killer Tomatoes!
3.5,Surf Nazis Must Die
5.9,Your Friends & Neighbors
6.5,Return to Paradise
6.5,Blade
5.6,Dance with Me
5.6,Dead Man on Campus
5.7,Wrongfully Accused
6.0,Next Stop Wonderland
6.4,All I Wanna Do
6.3,The Navigator: A Medieval Odyssey
7.1,Beetlejuice
8.0,Déjà Vu
7.8,Rope
6.7,Family Plot
7.2,Frenzy
6.1,Topaz
6.4,Torn Curtain
7.2,Marnie
6.9,The Wrong Man
7.3,The Man Who Knew Too Much
6.9,The Trouble with Harry
7.0,I Confess
7.6,Strangers on a Train
6.8,Stage Fright
5.5,54
7.5,I Married a Strange Person!
6.4,Why Do Fools Fall In Love
6.3,Keep the Aspidistra Flying
7.4,See the Sea
6.9,Willow
7.6,The Untouchables
6.5,Dirty Work
4.7,Knock Off
7.0,Firelight
8.5,Modulations
5.2,Phoenix
6.1,Under Capricorn
6.3,The Paradine Case
7.3,Lifeboat
7.5,Shadow of a Doubt
6.8,Saboteur
5.7,Mr. & Mrs. Smith
7.1,Suspicion
5.6,Jamaica Inn
7.5,The Lady Vanishes
6.8,Young and Innocent
6.7,Sabotage
6.7,Secret Agent
6.4,The Man Who Knew Too Much
4.8,Waltzes from Vienna
5.3,Number Seventeen
5.5,Rich and Strange
4.9,The Skin Game
3.8,Elstree Calling
5.1,Juno and the Paycock
6.3,Murder!
10.0,The Farmer's Wife
6.9,Rounders
6.9,Cube
6.5,Digging to China
9.3,One Man's Hero
6.5,Simon Birch
6.4,Without Limits
8.8,Seven Beauties
7.4,Swept Away
6.2,My Bodyguard
5.8,Class
5.8,"Grandview, U.S.A."
6.8,Broadcast News
4.3,The Allnighter
6.5,Working Girl
5.3,Stars & Bars
5.8,Married to the Mob
7.2,Say Anything...
6.0,My Blue Heaven
6.6,Men Don't Leave
6.3,Hero
5.0,Toys
5.2,Young Doctors in Love
5.1,Parasite
5.4,No Small Affair
5.9,Blame It on Rio
5.9,Wisdom
6.4,One Crazy Summer
5.6,About Last Night...
5.9,The Seventh Sign
5.6,We're No Angels
5.0,Nothing but Trouble
5.6,The Butcher's Wife
5.3,Mortal Thoughts
7.1,A Few Good Men
5.8,Indecent Proposal
6.0,Permanent Midnight
6.2,One True Thing
6.8,Rush Hour
6.0,Lilian's Story
5.8,Six-String Samurai
7.0,A Soldier's Daughter Never Cries
6.8,Ronin
5.6,Urban Legend
6.3,Clay Pigeons
6.3,Monument Ave.
6.0,Pecker
6.4,The Sheltering Sky
7.1,Bandit Queen
7.2,If....
